2044,,64400,Motor vehicle,1,2015-11-18 07:24:20 UTC,2016-01-08 14:29:31 UTC,29
2045,1,64410,Parking Expenses,0,2015-11-18 07:24:21 UTC,2015-12-01 20:45:36 UTC,29
2046,1,64420,Tolls Expenses,0,2015-11-18 07:24:21 UTC,2015-12-01 20:45:36 UTC,29
2047,1,64430,Motor Vehicle Registration,0,2015-11-18 07:24:21 UTC,2015-12-01 20:45:36 UTC,29
2048,1,64440,Motor Vehicle Insurance,0,2015-11-18 07:24:21 UTC,2015-12-01 20:45:36 UTC,29
2049,1,64450,Motor Vehicle Fuel/Oil,0,2015-11-18 07:24:21 UTC,2015-12-01 20:45:36 UTC,29
2050,1,64460,Motor Vehicle Maintenance,0,2015-11-18 07:24:21 UTC,2015-12-01 20:45:37 UTC,29
2051,,64800,Power,1,2015-11-18 07:24:22 UTC,2016-01-08 14:29:31 UTC,29
2052,1,64810,Electricity Expenses,0,2015-11-18 07:24:22 UTC,2015-12-01 20:45:37 UTC,29
2053,1,64820,Gas Expenses,0,2015-11-18 07:24:22 UTC,2015-12-01 20:45:37 UTC,29
2054,,65200,Rent and rates,1,2015-11-18 07:24:22 UTC,2015-12-01 22:37:28 UTC,29
2055,0,65210,Rent expenses,0,2015-11-18 07:24:22 UTC,2015-12-01 20:45:37 UTC,29
2056,,65600,Repairs and maintenance,1,2015-11-18 07:24:22 UTC,2015-12-01 22:37:28 UTC,29
2057,,66000,Salary and wages,1,2015-11-18 07:24:22 UTC,2015-12-29 08:27:02 UTC,29
2058,0,66010,Wages +ACY- Salaries Expenses,0,2015-11-18 07:24:23 UTC,2015-12-01 20:45:37 UTC,29
2059,,66400,Contractors,1,2015-11-18 07:24:23 UTC,2016-01-08 14:29:32 UTC,29
2060,1,66410,Payment to contractors,0,2015-11-18 07:24:23 UTC,2015-12-01 20:45:37 UTC,29
2061,,66800,Travel and accommodation,1,2015-11-18 07:24:23 UTC,2015-12-01 22:37:29 UTC,29
2062,,67200,Other expenses,1,2015-11-18 07:24:23 UTC,2016-01-08 14:29:32 UTC,29
2063,1,67210,Materials,0,2015-11-18 07:24:23 UTC,2015-12-01 20:45:37 UTC,29
2064,1,67220,Tools,0,2015-11-18 07:24:24 UTC,2015-12-01 20:45:37 UTC,29
2115,,40000,Income,1,2015-11-20 22:52:26 UTC,2015-12-01 22:37:29 UTC,31
2116,1,41110,Service income,0,2015-11-20 22:52:26 UTC,2015-12-01 20:45:38 UTC,31
2117,0,42110,Wages received,0,2015-11-20 22:52:26 UTC,2015-12-01 20:45:38 UTC,31
2118,,60000,Expenses,1,2015-11-20 22:52:26 UTC,2015-12-01 22:37:29 UTC,31
2119,,60400,Accident compensation levies paid to ACC,1,2015-11-20 22:52:26 UTC,2016-01-08 14:29:32 UTC,31
2120,1,60410,ACC Expenses,0,2015-11-20 22:52:27 UTC,2015-12-01 20:45:38 UTC,31
2121,,60800,Advertising,1,2015-11-20 22:52:27 UTC,2015-12-01 22:37:30 UTC,31
2122,1,60810,Advertising +ACY- Marketing,0,2015-11-20 22:52:27 UTC,2015-12-01 20:45:38 UTC,31
2123,,61200,Bad debts,1,2015-11-20 22:52:27 UTC,2015-12-01 22:37:30 UTC,31
2124,,61600,Communication,1,2015-11-20 22:52:27 UTC,2016-01-08 14:29:32 UTC,31
2125,1,61610,Mobile Phone Expenses,0,2015-11-20 22:52:28 UTC,2015-12-01 20:45:38 UTC,31
2126,,62000,Depreciation,1,2015-11-20 22:52:28 UTC,2015-12-01 22:37:30 UTC,31
2127,0,62010,Motor Vehicle Depreciation,0,2015-11-20 22:52:28 UTC,2015-12-01 20:45:38 UTC,31
2128,,62400,Entertainment,1,2015-11-20 22:52:28 UTC,2016-01-08 14:29:32 UTC,31
2129,1,62410,Entertainment 50+ACU-,0,2015-11-20 22:52:28 UTC,2015-12-01 20:45:38 UTC,31
2130,1,62420,Entertainment 100+ACU-,0,2015-11-20 22:52:28 UTC,2015-12-01 20:45:38 UTC,31
2131,,62800,Home office,1,2015-11-20 22:52:29 UTC,2016-01-08 14:29:32 UTC,31
2132,1,62810,Cleaning Expenses,0,2015-11-20 22:52:29 UTC,2015-12-01 20:45:39 UTC,31
2133,1,62820,Computer Expenses,0,2015-11-20 22:52:29 UTC,2015-12-01 20:45:39 UTC,31
2134,1,62830,Council Rates,0,2015-11-20 22:52:29 UTC,2015-12-01 20:45:39 UTC,31
2135,0,62840,Mortgage expenses,0,2015-11-20 22:52:29 UTC,2015-12-01 20:45:39 UTC,31
2136,1,62850,Water Expenses,0,2015-11-20 22:52:29 UTC,2015-12-01 20:45:39 UTC,31
2137,1,62860,Stationery,0,2015-11-20 22:52:30 UTC,2015-12-01 20:45:39 UTC,31
2138,1,62870,Waste Removal,0,2015-11-20 22:52:30 UTC,2015-12-01 20:45:39 UTC,31
2139,1,62880,Telephone Expenses,0,2015-11-20 22:52:30 UTC,2015-12-01 20:45:40 UTC,31
2140,,63200,Insurance,1,2015-11-20 22:52:30 UTC,2015-12-01 22:37:31 UTC,31
2141,,63600,Interest,1,2015-11-20 22:52:30 UTC,2016-01-08 12:52:52 UTC,31
2142,,64000,Legal and accounting,1,2015-11-20 22:52:30 UTC,2016-01-08 14:29:32 UTC,31
2143,1,64010,Accounting/Bookeeping Fees,0,2015-11-20 22:52:31 UTC,2015-12-01 20:45:40 UTC,31
2144,,64400,Motor vehicle,1,2015-11-20 22:52:31 UTC,2016-01-08 14:29:32 UTC,31
2145,1,64410,Parking Expenses,0,2015-11-20 22:52:31 UTC,2015-12-01 20:45:40 UTC,31
2146,1,64420,Tolls Expenses,0,2015-11-20 22:52:31 UTC,2015-12-01 20:45:40 UTC,31
2147,1,64430,Motor Vehicle Registration,0,2015-11-20 22:52:31 UTC,2015-12-01 20:45:40 UTC,31
2148,1,64440,Motor Vehicle Insurance,0,2015-11-20 22:52:31 UTC,2015-12-01 20:45:41 UTC,31
2149,1,64450,Motor Vehicle Fuel/Oil,0,2015-11-20 22:52:32 UTC,2015-12-01 20:45:41 UTC,31
2150,1,64460,Motor Vehicle Maintenance,0,2015-11-20 22:52:32 UTC,2015-12-01 20:45:41 UTC,31
2151,,64800,Power,1,2015-11-20 22:52:32 UTC,2016-01-08 14:29:32 UTC,31
2152,1,64810,Electricity Expenses,0,2015-11-20 22:52:32 UTC,2015-12-01 20:45:41 UTC,31
2153,1,64820,Gas Expenses,0,2015-11-20 22:52:32 UTC,2015-12-01 20:45:41 UTC,31
2154,,65200,Rent and rates,1,2015-11-20 22:52:32 UTC,2015-12-01 22:37:33 UTC,31
2155,0,65210,Rent expenses,0,2015-11-20 22:52:33 UTC,2015-12-01 20:45:42 UTC,31
2156,,65600,Repairs and maintenance,1,2015-11-20 22:52:33 UTC,2015-12-01 22:37:33 UTC,31
2157,,66000,Salary and wages,1,2015-11-20 22:52:33 UTC,2015-12-29 08:27:03 UTC,31
2158,0,66010,Wages +ACY- Salaries Expenses,0,2015-11-20 22:52:33 UTC,2015-12-01 20:45:42 UTC,31
2159,,66400,Contractors,1,2015-11-20 22:52:33 UTC,2016-01-08 14:29:33 UTC,31
2160,1,66410,Payment to contractors,0,2015-11-20 22:52:33 UTC,2015-12-01 20:45:42 UTC,31
2161,,66800,Travel and accommodation,1,2015-11-20 22:52:34 UTC,2015-12-01 22:37:34 UTC,31
2162,,67200,Other expenses,1,2015-11-20 22:52:34 UTC,2016-01-08 14:29:33 UTC,31
2163,1,67210,Materials,0,2015-11-20 22:52:34 UTC,2015-12-01 20:45:42 UTC,31
2164,1,67220,Tools,0,2015-11-20 22:52:34 UTC,2015-12-01 20:45:42 UTC,31
2352,,40000,Income,1,2015-12-18 02:04:24 UTC,2015-12-18 02:04:24 UTC,34
2403,1,40800,Service income,1,2015-12-18 02:04:30 UTC,2016-01-08 14:29:35 UTC,34
2353,1,41110,Service income,0,2015-12-18 02:04:24 UTC,2015-12-31 00:40:36 UTC,34
2404,0,42000,Wages +Salaries Income,1,2015-12-18 02:04:30 UTC,2016-01-02 01:59:00 UTC,34
2354,0,42110,Wages received,0,2015-12-18 02:04:24 UTC,2015-12-31 00:40:36 UTC,34
2355,,60000,Expenses,1,2015-12-18 02:04:24 UTC,2015-12-18 02:04:24 UTC,34
2356,,60400,Accident compensation levies paid to ACC,1,2015-12-18 02:04:25 UTC,2016-01-08 14:29:33 UTC,34
2357,1,60410,ACC Expenses,0,2015-12-18 02:04:25 UTC,2015-12-18 02:04:25 UTC,34
2358,,60800,Advertising,1,2015-12-18 02:04:25 UTC,2015-12-18 02:04:25 UTC,34
2359,1,60810,Advertising +ACY- Marketing,0,2015-12-18 02:04:25 UTC,2015-12-18 02:04:25 UTC,34
2360,,61200,Bad debts,1,2015-12-18 02:04:25 UTC,2015-12-18 02:04:25 UTC,34
2361,,61600,Communication,1,2015-12-18 02:04:25 UTC,2016-01-08 14:29:33 UTC,34
2402,1,61600,Communication,1,2015-12-18 02:04:30 UTC,2016-01-08 14:29:35 UTC,34
2362,1,61610,Mobile Phone Expenses,0,2015-12-18 02:04:25 UTC,2015-12-18 02:04:25 UTC,34
2363,,62000,Depreciation,1,2015-12-18 02:04:25 UTC,2015-12-18 02:04:25 UTC,34
2364,0,62010,Motor Vehicle Depreciation,0,2015-12-18 02:04:25 UTC,2015-12-18 02:04:25 UTC,34
2365,,62400,Entertainment,1,2015-12-18 02:04:26 UTC,2016-01-08 14:29:33 UTC,34
2366,1,62410,Entertainment 50+ACU-,0,2015-12-18 02:04:26 UTC,2015-12-18 02:04:26 UTC,34
